timestamp,t_in,t_out,q_heat_w,q_people_w,co2
2026-03-30 00:00:00,16.078288976560163,4.5558812179935915,1219.0416904779345,0.0,457.01234883265215
2026-03-30 00:15:00,15.959464332660579,3.9428304935887235,1724.5356509127478,100.0,467.1607634735783
2026-03-30 00:30:00,15.754284266667018,4.286416956932115,1481.1610849298334,0.0,453.295772657014
2026-03-30 00:45:00,15.743726546111652,4.166890737818442,1277.813780956856,0.0,464.8759584609865
2026-03-30 01:00:00,15.704720336857068,3.1406492158961434,1737.7568228707748,100.0,468.7484222280496
2026-03-30 01:15:00,15.540906986035552,3.195081735504166,1625.1351143192308,0.0,455.2631040834654
2026-03-30 01:30:00,15.465361043525194,3.5030601292495396,1247.0916016104172,0.0,471.68596421774663
2026-03-30 01:45:00,15.332084393996249,3.2685812686666114,1855.4365680515448,0.0,448.2895635352761
2026-03-30 02:00:00,15.211762027175311,3.2774256616830084,1631.7594736732385,0.0,443.61693789105203
2026-03-30 02:15:00,15.186601048903391,2.966236207105645,1497.9607768749909,0.0,453.42237118597706
2026-03-30 02:30:00,15.048226753815248,3.4466404982692227,1818.043761124356,100.0,468.51192823511116
2026-03-30 02:45:00,15.038080812546694,3.3980457594270095,1531.8595567659281,0.0,445.7862768644303
2026-03-30 03:00:00,15.019572607743433,3.187755923423327,1494.3833849791936,0.0,441.7408238435612
2026-03-30 03:15:00,14.757854153053415,3.5307536970699847,1367.9399767956022,100.0,483.47875537672064
2026-03-30 03:30:00,14.7229119960063,3.3788177841366394,1616.3700878614156,0.0,452.61474776310416
2026-03-30 03:45:00,14.658671534320959,3.0479713684221257,1595.320593464796,100.0,459.14171694878337
2026-03-30 04:00:00,14.63102502048965,3.50455950304367,1502.9360279779423,100.0,472.3274424182368
2026-03-30 04:15:00,14.510322083082201,3.2151063172635648,1342.0027292264795,100.0,464.1268387875093
2026-03-30 04:30:00,14.541144596217995,3.8953967627928527,1525.9859708332149,0.0,447.97694842945737
2026-03-30 04:45:00,14.45364888863686,3.765733478510642,1486.0402428475725,0.0,454.49818297531596
2026-03-30 05:00:00,14.333171834860936,3.8932816827586008,1233.3051362531598,100.0,454.6649418541465
2026-03-30 05:15:00,14.217674700068375,3.931008558190285,1205.6375297351628,0.0,452.8210176313374
2026-03-30 05:30:00,14.215596807313299,4.706373672830554,1613.030675761954,100.0,480.303638461854
2026-03-30 05:45:00,14.039913086695307,4.514535796321398,979.6223369896622,0.0,453.7294212975785
2026-03-30 06:00:00,15.213132868283965,4.6697491483528015,9041.082105392252,0.0,446.9903031697323
2026-03-30 06:15:00,16.16007078360674,4.945070803229732,8904.383388449234,100.0,460.94315775657407
2026-03-30 06:30:00,17.342035910790656,5.4769537237358605,9261.649321375982,100.0,461.7172802132391
2026-03-30 06:45:00,18.368061148706694,5.706446771462053,8901.306358169224,100.0,462.9682985756177
2026-03-30 07:00:00,19.343186023459946,6.012048351132578,9131.89684285038,100.0,461.97754773793383
2026-03-30 07:15:00,20.297369623500735,6.319561328358113,8920.617231752442,0.0,457.33049152859655
2026-03-30 07:30:00,21.31088513934217,7.144330385572963,9022.749630697228,100.0,451.1343271743281
2026-03-30 07:45:00,22.112847413405973,6.699589922248104,9147.36730618401,100.0,471.8960004032971
2026-03-30 08:00:00,23.182734177529024,6.994364717382291,8907.488856735084,0.0,446.9625077988595
2026-03-30 08:15:00,24.09898770540665,7.235931689109417,9199.31097689968,0.0,453.01558228556297
2026-03-30 08:30:00,24.975668992787043,8.001020517590858,8801.260424578704,100.0,455.98409671839306
2026-03-30 08:45:00,25.91506146350621,8.493835239620294,9058.918568511675,0.0,460.6290485347955
2026-03-30 09:00:00,26.17926353932588,8.461234355636288,5184.527944557571,600.0,549.965079681375
2026-03-30 09:15:00,26.416667224993535,8.583603380758856,5132.007498358067,400.0,517.6767242060006
2026-03-30 09:30:00,26.795877839478365,8.927092893270727,5383.288975347082,700.0,542.8819617936517
2026-03-30 09:45:00,27.068241366334398,9.705561745421521,4847.312136537868,900.0,591.6329685685284
2026-03-30 10:00:00,27.316901835503394,10.065083013423228,4724.170149730282,600.0,543.2388407010857
2026-03-30 10:15:00,27.577460388554503,10.331186473147609,4801.132978300976,1100.0,602.1578300229395
2026-03-30 10:30:00,27.920486870130176,10.287789398186478,5132.088513309687,1000.0,599.8056209298335
2026-03-30 10:45:00,28.11604863786475,10.868049096856785,5099.584586853875,800.0,572.9162759122661
2026-03-30 11:00:00,28.468322810847848,11.134843779221828,5020.451331929483,1100.0,619.4486021905852
2026-03-30 11:15:00,28.777811975771932,11.456124129520708,4775.408590178574,700.0,556.4180909355908
2026-03-30 11:30:00,28.942179987202373,11.930676952570051,5153.373458665812,500.0,527.329851334779
